編號,名稱,詳細說明,參與對象,活動地點,地址,電話,主辦單位,開始時間,結束時間,周期性活動,非周期性活動,網站,照片連結1,照片說明1,照片連結2,照片說明2,照片連結3,照片說明3,X座標,Y座標,分類1,分類2,地圖/簡圖連結,交通資訊,停車資訊,費用,注意事項,縣市,鄉鎮
C2_397000000A_006459,2025法國生活節在高雄 — 蔚藍海岸,無,,to see the official site,高雄市803鹽埕區駁二大義公園、大義倉庫,886-7-7995678,高雄市政府、法國在台協會、台灣法國人協會,5/23/2025 12:00:00 AM,5/25/2025 11:59:59 PM,,,,,,,,,,120.287450,22.618550,03,  ,,,,,,高雄市,鹽埕區
C2_397000000A_006463,TAKAO 為我贏 - 114全原運嘉年華在衛武營,無,,to see the official site,高雄市830鳳山區衛武營都會公園,886-7-7995678,教育部,3/21/2025 12:00:00 AM,3/23/2025 11:59:59 PM,,,,,,,,,,120.340300,22.620450,03,  ,,,,,,高雄市,鳳山區
C2_397000000A_006472,壽山童趣大冒險｜壽山動物園 兒童節系列活動,無,,to see the official site,高雄市804鼓山區壽山動物園,886-7-7995678,壽山動物園,4/3/2025 12:00:00 AM,4/6/2025 11:59:59 PM,,,,,,,,,,120.275170,22.634560,03,  ,,,,,,高雄市,鼓山區
C2_397000000A_006477,2025高雄兒童藝術節｜樂高雄,無,,to see the official site,高雄市830鳳山區衛武營國家藝術文化中心南廣場,886-7-7995678,高雄市政府,4/3/2025 12:00:00 AM,4/6/2025 11:59:59 PM,,,,,,,,,,120.342440,22.623000,03,  ,,,,,,高雄市,鳳山區
C2_397000000A_006481,兒童萬歲｜兒美ｘ內惟遊藝派對,無,,to see the official site,高雄市804鼓山區高雄兒童美術館、內惟藝術中心,886-7-7995678,高雄市立美術館、高雄兒童美術館、內惟藝術中心,4/3/2025 12:00:00 AM,4/6/2025 11:59:59 PM,,,,,,,,,,120.283040,22.657810,03,  ,,,,,,高雄市,鼓山區
C2_397000000A_006486,哈瑪星童樂派對,無,,to see the official site,高雄市803鹽埕區 駁二藝術特區 蓬萊區 哈瑪星鐵道園區(近臨海新路側),886-7-7995678,高雄市政府文化局、駁二藝術特區,4/3/2025 12:00:00 AM,4/4/2025 11:59:59 PM,,,,,,,,,,120.276640,22.621720,03,  ,,,,,,高雄市,鼓山區
C2_397000000A_006494,2025旗津春島沙灘音樂祭,無,,to see the official site,高雄市805旗津區旗津沙灘吧,886-7-7995678,高雄市政府觀光局、旗津沙灘吧,4/3/2025 12:00:00 AM,4/5/2025 11:59:59 PM,,,,,,,,,,120.267570,22.610090,03,  ,,,,,,高雄市,旗津區
C2_397000000A_006499,六龜復古新潮遊,無,,to see the official site,高雄市844六龜區,886-7-7995678,高雄市政府觀光局、高雄市六龜觀光休閒協會,3/29/2025 12:00:00 AM,6/1/2025 11:59:59 PM,,,,,,,,,,120.654500,23.002620,03,  ,,,,,,高雄市,六龜區
C2_397000000A_006507,2025乙巳年林園鳳芸宮媽祖海巡,無,,to see the official site,高雄市803鹽埕區高雄流行音樂中心,886-7-7995678,高雄市政府、林園鳳芸宮,4/9/2025 12:00:00 AM,4/13/2025 11:59:59 PM,,,,,,,,,,120.288650,22.618140,03,  ,,,,,,高雄市,鹽埕區
C2_397000000A_006511,野FUN森友會,無,,to see the official site,高雄市833鳥松區大埤路32號(澄清湖風景區大草皮),886-7-7995678,澄清湖風景區,4/19/2025 12:00:00 AM,4/20/2025 11:59:59 PM,,,,,,,,,,120.353810,22.660360,03,  ,,,,,,高雄市,鳥松區
C2_397000000A_006520,2025六龜觀光藝文季｜六龜山城拉力賽,無,,to see the official site,高雄市844六龜區土壠灣休閒綠地,886-7-7995678,高雄市六龜區公所,4/12/2025 12:00:00 AM,4/13/2025 11:59:59 PM,,,,,,,,,,120.649220,23.006710,03,  ,,,,,,高雄市,六龜區
C2_397000000A_006521,2025岡山籃籗會｜4/19、4/20場次,無,,to see the official site,高雄市820岡山區河華路及巨輪路,886-7-7995678,高雄市岡山區公所,4/19/2025 12:00:00 AM,4/20/2025 11:59:59 PM,,,,,,,,,,120.286180,22.799610,03,  ,,,,,,高雄市,岡山區
C2_397000000A_006525,2025鹽夏不夜埕｜鹽來遮好呷,無,,to see the official site,高雄市803鹽埕區,886-7-7995678,高雄市政府,5/10/2025 12:00:00 AM,5/17/2025 11:59:59 PM,,,,,,,,,,120.283740,22.623520,03,  ,,,,,,高雄市,鹽埕區
C2_397000000A_006529,1OX1O｜超越10觀點的百種視野,無,,to see the official site,高雄市803鹽埕區大勇路1號(大勇區C5倉庫),886-7-7995678,高雄市政府文化局、駁二藝術特區、駁二當代館,5/1/2025 12:00:00 AM,9/7/2025 11:59:59 PM,,,,,,,,,,120.281710,22.619940,03,  ,,,,,,高雄市,鹽埕區
C2_397000000A_006534,眷村聽歌：港都金曲再現,無,,to see the official site,高雄市830鳳山區黃埔新村西側大草皮,886-7-7995678,高雄市政府文化局,4/13/2025 12:00:00 AM,4/20/2025 11:59:59 PM,,,,,,,,,,120.363190,22.618730,03,  ,,,,,,高雄市,鳳山區
C2_397000000A_006538,咯咯咯的鬼太郎－妖怪影繪劇,無,,to see the official site,高雄市830鳳山區大東文化藝術中心,886-7-7995678,高雄市政府文化局、財團法人高雄市愛樂文化藝術基金會,4/26/2025 12:00:00 AM,4/27/2025 11:59:59 PM,,,,,,,,,,120.363490,22.624970,03,  ,,,,,,高雄市,鳳山區
C2_397000000A_006543,2025神農市集四月場,無,,to see the official site,高雄市804鼓山區凹子底森林公園,886-7-7995678,高雄市政府農業局,4/26/2025 12:00:00 AM,4/27/2025 11:59:59 PM,,,,,,,,,,120.299250,22.659210,03,  ,,,,,,高雄市,鼓山區
C2_397000000A_006547,Lauv’s I Love You， Mean It Tour in Kaohsiung,無,,to see the official site,高雄市803鹽埕區高雄流行音樂中心,886-7-7995678,Live Nation Taiwan,5/28/2025 12:00:00 AM,5/28/2025 11:59:59 PM,,,,,,,,,,120.288650,22.618140,03,  ,,,,,,高雄市,鹽埕區
C2_397000000A_006551,Camila Cabello Yours，C Tour,無,,to see the official site,高雄市803鹽埕區高雄流行音樂中心,886-7-7995678,Live Nation Taiwan 理想國,8/14/2025 12:00:00 AM,8/14/2025 11:59:59 PM,,,,,,,,,,120.288650,22.618140,03,  ,,,,,,高雄市,鹽埕區
C2_397000000A_006593,2025高雄市旅行公會國際旅展,無,,to see the official site,高雄市806前鎮區成功二路39號(高雄展覽館),886-7-7995678,高雄市旅行商業同業公會,5/9/2025 12:00:00 AM,5/12/2025 11:59:59 PM,,,,,,,,,,120.298330,22.607870,03,  ,,,,,,高雄市,前鎮區
C2_397000000A_006597,國泰世華銀行 孫燕姿 《就在日落以後》巡迴演唱會 - 高雄,無,,to see the official site,高雄市813左營區高雄巨蛋,886-7-7995678,Live Nation Taiwan/環球音樂/Make Music/寬魚國際,8/16/2025 12:00:00 AM,8/17/2025 11:59:59 PM,,,,,,,,,,120.302720,22.668870,03,  ,,,,,,高雄市,左營區
C2_397000000A_006601,花漾｜駁二主題市集,無,,to see the official site,高雄市803鹽埕區駁二大勇區 藝術廣場 x 月光劇場 x 共創二號基地,886-7-7995678,駁二藝術特區、良い日（Yoi-hi）,5/3/2025 12:00:00 AM,5/4/2025 11:59:59 PM,,,,,,,,,,120.280350,22.621020,03,  ,,,,,,高雄市,鹽埕區
C2_397000000A_006609,蘇打綠《二十年一刻》巡迴演唱會最終第二十站｜高雄巨蛋,無,,to see the official site,高雄市813左營區高雄巨蛋,886-7-7995678,高雄市政府,8/9/2025 12:00:00 AM,8/10/2025 11:59:59 PM,,,,,,,,,,120.302720,22.668870,03,  ,,,,,,高雄市,左營區
C2_397000000A_006613,第十屆鐵路便當節｜高雄站,無,,to see the official site,高雄市807三民區高雄車站下沉式廣場（地下一樓）,886-7-7995678,高雄市政府,5/24/2025 12:00:00 AM,5/25/2025 11:59:59 PM,,,,,,,,,,120.302580,22.639490,03,  ,,,,,,高雄市,三民區
C2_397000000A_006617,2025嗨山祭｜青年熱音競賽,無,,to see the official site,高雄市842旗山區旗糖農創園區,886-7-7995678,高雄市政府都市發展局,5/24/2025 12:00:00 AM,5/25/2025 11:59:59 PM,,,,,,,,,,120.492220,22.878900,03,  ,,,,,,高雄市,旗山區
C2_397000000A_006622,2025高雄端午嘉年華暨龍舟錦標賽,無,,to see the official site,高雄市801前金區愛河水域,886-7-7995678,高雄市政府運動發展局,5/30/2025 12:00:00 AM,6/1/2025 11:59:59 PM,,,,,,,,,,120.289110,22.624870,03,  ,,,,,,高雄市,鹽埕區
C2_397000000A_006626,2025高雄熊生日會,無,,to see the official site,高雄市804鼓山區壽山動物園,886-7-7995678,高雄市政府,5/24/2025 12:00:00 AM,5/24/2025 11:59:59 PM,,,,,,,,,,120.275170,22.634560,03,  ,,,,,,高雄市,鼓山區
C2_397000000A_006630,2025高雄夏祭新鮮市｜鳳荔季,無,,to see the official site,高雄市840大樹區大坑路108-18號(大樹姑山倉庫),886-7-7995678,高雄市大樹區公所,5/30/2025 12:00:00 AM,5/31/2025 11:59:59 PM,,,,,,,,,,120.440150,22.709890,03,  ,,,,,,高雄市,大樹區
C2_397000000A_006634,2025循環綠活節,無,,to see the official site,高雄市805旗津區技工舍｜旗津社會開創基地,886-7-7995678,高雄市政府,5/17/2025 12:00:00 AM,5/17/2025 11:59:59 PM,,,,,,,,,,120.276470,22.604490,03,  ,,,,,,高雄市,旗津區
C2_397000000A_006635,114年南橫音樂節,無,,to see the official site,高雄市848桃源區梅山青年活動中心,886-7-7995678,高雄市桃源區公所,5/17/2025 12:00:00 AM,5/25/2025 11:59:59 PM,,,,,,,,,,120.825010,23.265790,03,  ,,,,,,高雄市,桃源區
C2_397000000A_006643,2025世界自行車日｜高雄城市約騎,無,,to see the official site,高雄市813左營區蓮池潭兒童公園,886-7-7995678,高雄市政府觀光局,6/3/2025 12:00:00 AM,6/3/2025 11:59:59 PM,,,,,,,,,,120.301680,22.687240,03,  ,,,,,,高雄市,左營區
C2_397000000A_006648,2025 7-ELEVEN高雄啤酒音樂節,無,,to see the official site,高雄市806前鎮區中華五路789號(高雄夢時代正對面廣場),886-7-7995678,統一超商,7/4/2025 12:00:00 AM,7/6/2025 11:59:59 PM,,,,,,,,,,120.307100,22.594710,03,  ,,,,,,高雄市,前鎮區
C2_397000000A_006652,2025神農市集｜五月場,無,,to see the official site,高雄市804鼓山區凹子底森林公園,886-7-7995678,高雄市政府農業局,5/24/2025 12:00:00 AM,5/25/2025 11:59:59 PM,,,,,,,,,,120.299250,22.659210,03,  ,,,,,,高雄市,鼓山區
C2_397000000A_006657,2025夏舞營,無,,to see the official site,高雄市830鳳山區三多一路1號(衛武營國家藝術文化中心),886-7-7995678,衛武營國家藝術文化中心,7/7/2025 12:00:00 AM,8/3/2025 11:59:59 PM,,,,,,,,,,120.342440,22.623000,03,  ,,,,,,高雄市,鳳山區
C2_397000000A_006661,國泰世華銀行 伍佰&China Blue Rock Star2演唱會-高雄站,無,,to see the official site,高雄市813左營區高雄巨蛋,886-7-7995678,開麗娛樂,11/22/2025 12:00:00 AM,11/23/2025 11:59:59 PM,,,,,,,,,,120.302720,22.668870,03,  ,,,,,,高雄市,左營區
C2_397000000A_006668,2025韓國文化觀光大展,無,,to see the official site,高雄市803鹽埕區駁二藝術特區(大勇區 P2倉庫、淺三碼頭),886-7-7995678,文化體育觀光部、韓國觀光公社,5/30/2025 12:00:00 AM,6/1/2025 11:59:59 PM,,,,,,,,,,120.282590,22.618940,03,  ,,,,,,高雄市,鹽埕區
C2_397000000A_006672,2025 FNC BAND KINGDOM IN KAOHSIUNG,無,,to see the official site,高雄市813左營區博愛二路757號(高雄巨蛋),886-7-7995678,"SHOW Office Entertainment Co., Ltd.",8/2/2025 12:00:00 AM,8/3/2025 11:59:59 PM,,,,,,,,,,120.302720,22.668870,03,  ,,,,,,高雄市,左營區
C2_397000000A_006676,浮羽台日交流祭,無,,to see the official site,高雄市843美濃區中山路一段25號(美濃菸仕物所),886-7-7995678,高雄市政府,5/30/2025 12:00:00 AM,5/31/2025 11:59:59 PM,,,,,,,,,,120.540570,22.901240,03,  ,,,,,,高雄市,美濃區
C2_397000000A_006680,BLACKPINK WORLD TOUR《DEADLINE》IN KAOHSIUNG,無,,to see the official site,高雄市813左營區高雄國家體育場 (世運主場館) ​​​​​​​,886-7-7995678,高雄市政府,10/18/2025 12:00:00 AM,10/19/2025 11:59:59 PM,,,,,,,,,,120.294470,22.703120,03,  ,,,,,,高雄市,左營區
C2_397000000A_006690,2025客家很有市｜人偶公仔歡樂派對,無,,to see the official site,高雄市830鳳山區大東濕地公園,886-7-7995678,高雄市政府客家事務委員會、財團法人高雄市客家文化事務基金會,6/28/2025 12:00:00 AM,6/29/2025 11:59:59 PM,,,,,,,,,,120.364690,22.628270,03,  ,,,,,,高雄市,鳳山區
C2_397000000A_006691,高流金趴｜K歌大包廂,無,,to see the official site,高雄市803鹽埕區駁二大義C10倉庫 LIVE WAREHOUSE,886-7-7995678,高雄流行音樂中心,6/28/2025 12:00:00 AM,6/28/2025 11:59:59 PM,,,,,,,,,,120.285670,22.618060,03,  ,,,,,,高雄市,鹽埕區
C2_397000000A_006702,2025纜繩滑水蓮潭盃國際公開賽,無,,to see the official site,高雄市813左營區蓮潭滑水主題樂園,886-7-7995678,中華民國滑水總會,6/6/2025 12:00:00 AM,6/8/2025 11:59:59 PM,,,,,,,,,,120.295230,22.678630,03,  ,,,,,,高雄市,左營區
C2_397000000A_006703,2025鳳山復古野餐日,無,,to see the official site,高雄市830鳳山區大東濕地公園（大東捷運站1號出口）,886-7-7995678,高雄市政府觀光局,10/18/2025 3:00:00 PM,10/19/2025 8:00:00 PM,,,,,,,,,,120.364690,22.628270,03,  ,,,,,,高雄市,鳳山區
C2_397000000A_006709,TWICE＜THIS IS FOR＞WORLD TOUR IN KAOHSIUNG,無,,to see the official site,高雄市813左營區世運大道100號(高雄世運),886-7-7995678,高雄市政府,11/22/2025 12:00:00 AM,11/23/2025 11:59:59 PM,,,,,,,,,,120.294460,22.703140,03,  ,,,,,,高雄市,左營區
C2_397000000A_006717,PARK BO GUM 2025 FAN MEETING TOUR《BE WITH YOU》 IN KAOHSIUNG,無,,to see the official site,高雄市803鹽埕區高雄流行音樂中心,886-7-7995678,高雄市政府,8/17/2025 12:00:00 AM,8/17/2025 11:59:59 PM,,,,,,,,,,120.288650,22.618140,03,  ,,,,,,高雄市,鹽埕區
C2_397000000A_006718,ONEREPUBLIC 2025 LIVE IN KAOHSIUNG,無,,to see the official site,高雄市813左營區高雄巨蛋,886-7-7995678,Live Nation Taiwan,12/19/2025 12:00:00 AM,12/19/2025 11:59:59 PM,,,,,,,,,,120.302720,22.668870,03,  ,,,,,,高雄市,左營區
C2_397000000A_006728,teamLab共創！未來園 高雄 2025,無,,to see the official site,高雄市807三民區九如一路720號(國立科學工藝博物館2樓一、二特展廳),886-7-7995678,teamLab Integrate Inc.、聯合數位文創、國立科學工藝博物館,6/7/2025 12:00:00 AM,10/12/2025 11:59:59 PM,,,,,,,,,,120.322550,22.641490,03,  ,,,,,,高雄市,三民區
C2_397000000A_006729,認養人回娘家｜壽山動物園,無,,to see the official site,高雄市804鼓山區壽山動物園-活動廣場(遊客中心前空地),886-7-7995678,高雄市政府,7/18/2025 12:00:00 AM,7/18/2025 11:59:59 PM,,,,,,,,,,120.275170,22.634560,03,  ,,,,,,高雄市,鼓山區
C2_397000000A_006736,2025花露露的童樂節,無,,to see the official site,高雄市830鳳山區三多一路1號(衛武營國家藝術文化中心),886-7-7995678,高雄市政府,7/11/2025 12:00:00 AM,7/27/2025 11:59:59 PM,,,,,,,,,,120.342440,22.623000,03,  ,,,,,,高雄市,鳳山區
C2_397000000A_006744,神農市集六月場 × 金煌芒果季,無,,to see the official site,高雄市804鼓山區神農路89號(凹子底森林公園),886-7-7995678,高雄市政府農業局,6/28/2025 12:00:00 AM,6/29/2025 11:59:59 PM,,,,,,,,,,120.299250,22.659210,03,  ,,,,,,高雄市,鼓山區
C2_397000000A_006748,2025觀光產業數位博覽會｜高雄,無,,to see the official site,高雄市804鼓山區萊路99號(高雄駁二藝術特區 蓬萊B4倉庫),886-7-7995678,交通部觀光署,6/27/2025 12:00:00 AM,6/29/2025 11:59:59 PM,,,,,,,,,,120.278610,22.620150,03,  ,,,,,,高雄市,鼓山區
C2_397000000A_006752,Energy《ALL IN 全面進擊》演唱會 高雄站,無,,to see the official site,高雄市813左營區博愛二路757號(高雄巨蛋),886-7-7995678,用心音樂、相信音樂、Live Nation Tawian,9/6/2025 12:00:00 AM,9/7/2025 11:59:59 PM,,,,,,,,,,120.302720,22.668870,03,  ,,,,,,高雄市,左營區
C2_397000000A_006756,酷洛米20週年快閃店,無,,to see the official site,高雄市803鹽埕區駁二藝術特區 (自行車倉庫),886-7-7995678,高雄市政府,6/20/2025 12:00:00 AM,9/28/2025 11:59:59 PM,,,,,,,,,,120.281530,22.619980,03,  ,,,,,,高雄市,鹽埕區
C2_397000000A_006760,哈瑪星冰樂園,無,,to see the official site,高雄市804鼓山區哈瑪星鐵道園區,886-7-7995678,高雄市政府文化局、駁2藝術特區,7/12/2025 12:00:00 AM,7/27/2025 11:59:59 PM,,,,,,,,,,120.276640,22.621710,03,  ,,,,,,高雄市,鼓山區
C2_397000000A_006764,2025佛光盃大學籃球邀請賽,無,,to see the official site,高雄市830鳳山區鳳山體育館,886-7-7995678,高雄市政府、佛光大學,7/1/2025 12:00:00 AM,7/6/2025 11:59:59 PM,,,,,,,,,,120.354620,22.621170,03,  ,,,,,,高雄市,鳳山區
C2_397000000A_006772,2025台日大港水果祭,無,,to see the official site,高雄市803鹽埕區高雄流行音樂中心 海風廣場及堤岸廊道,886-7-7995678,日本台灣交流協會、高雄市政府行政暨國際處,7/26/2025 12:00:00 AM,7/27/2025 11:59:59 PM,,,,,,,,,,120.288650,22.618140,03,  ,,,,,,高雄市,鹽埕區
C2_397000000A_006784,2025旗津風箏節暨氣墊水樂園,無,,to see the official site,高雄市805旗津區旗津海水浴場,886-7-7995678,高雄市政府觀光局,8/9/2025 12:00:00 AM,8/17/2025 11:59:59 PM,,,,,,,,,,120.266920,22.610180,03,  ,,,,,,高雄市,旗津區
C2_397000000A_006789,《Jumptopia 繽紛大冒險》✕ 音速小子Sonic,無,,to see the official site,高雄市813左營區新光三越高雄左營店 本館10F,886-7-7995678,高雄市政府,6/27/2025 12:00:00 AM,8/31/2025 11:59:59 PM,,,,,,,,,,120.310390,22.689140,03,  ,,,,,,高雄市,左營區
C2_397000000A_006793,2025高雄翻轉動漫祭,無,,to see the official site,高雄市806前鎮區夢時代8F時代會館,886-7-7995678,高雄市政府,7/18/2025 12:00:00 AM,8/24/2025 11:59:59 PM,,,,,,,,,,120.307950,22.594900,03,  ,,,,,,高雄市,前鎮區
C2_397000000A_006795,2025高雄奶茶節,無,,to see the official site,高雄市803鹽埕區鹽埕埔捷運站1號出口,886-7-7995678,高雄市政府觀光局,9/20/2025 12:00:00 AM,9/21/2025 11:59:59 PM,,,,,,,,,,120.283470,22.623260,03,  ,,,,,,高雄市,鹽埕區
C2_397000000A_006802,「Magical Chiikawa」魔法吉伊卡哇快閃店,無,,to see the official site,高雄市803鹽埕區駁二藝術特區 大勇區P2倉庫,886-7-7995678,高雄市政府,7/5/2025 12:00:00 AM,8/31/2025 11:59:59 PM,,,,,,,,,,120.282590,22.618940,03,  ,,,,,,高雄市,鹽埕區
C2_397000000A_006813,2025高雄庄頭藝穗節,無,,to see the official site,高雄市828永安區保寧宮前廣場,886-7-7995678,高雄市政府文化局,8/2/2025 12:00:00 AM,10/25/2025 11:59:59 PM,,,,,,,,,,120.235170,22.835730,03,  ,,,,,,高雄市,永安區
C2_397000000A_006817,蟲林探險｜壽山動物園暑期系列活動,無,,to see the official site,高雄市804鼓山區壽山動物園,886-7-7995678,高雄市政府,7/1/2025 12:00:00 AM,8/31/2025 11:59:59 PM,,,,,,,,,,120.275170,22.634560,03,  ,,,,,,高雄市,鼓山區
C2_397000000A_006822,郭靜 2025天亮之前演唱會｜高雄站,無,,to see the official site,高雄市803鹽埕區LIVE WAREHOUSE 大庫,886-7-7995678,寬宏藝術,8/2/2025 12:00:00 AM,8/2/2025 11:59:59 PM,,,,,,,,,,120.285670,22.618060,03,  ,,,,,,高雄市,鹽埕區
C2_397000000A_006834,美術高雄2025：眼球世代藝術奇譚,無,,to see the official site,高雄市804鼓山區高雄市立美術館101-103展覽室,886-7-7995678,高雄市立美術館,7/5/2025 12:00:00 AM,10/19/2025 11:59:59 PM,,,,,,,,,,120.295820,22.661820,03,  ,,,,,,高雄市,鼓山區
C2_397000000A_006840,2025大港閱冰｜冰品嘉年華,無,,to see the official site,高雄市804鼓山區新濱．駅前廣場（哈瑪星站2號出口）,886-7-7995678,高雄市政府觀光局,8/16/2025 12:00:00 AM,8/17/2025 11:59:59 PM,,,,,,,,,,120.275410,22.621540,03,  ,,,,,,高雄市,鼓山區
C2_397000000A_006845,2025甲仙芋筍節,無,,to see the official site,高雄市847甲仙區甲仙大橋旁鋼棚及甲仙國小（高雄市甲仙區忠孝路與文化路交接處）,886-7-7995678,高雄市甲仙區公所,9/13/2025 12:00:00 AM,9/29/2025 11:59:59 PM,,,,,,,,,,120.588500,23.081540,03,  ,,,,,,高雄市,甲仙區
C2_397000000A_006849,2025雄爭舞鬥國際街舞大賽,無,,to see the official site,高雄市803鹽埕區高雄流行音樂中心 海音館,886-7-7995678,高雄市政府青年局,8/9/2025 1:30:00 PM,8/9/2025 8:30:00 PM,,,,,,,,,,120.289130,22.618390,03,  ,,,,,,高雄市,鹽埕區
C2_397000000A_006854,職原市 X 藝起職原市・藝遊味境,無,,to see the official site,高雄市803鹽埕區駁二藝術特區｜大義區紅磚廊道,886-7-7995678,高雄市政府,8/1/2025 12:00:00 AM,8/3/2025 11:59:59 PM,,,,,,,,,,120.285450,22.618550,03,  ,,,,,,高雄市,鹽埕區
C2_397000000A_006857,2025大樹水樂園,無,,to see the official site,高雄市840大樹區舊鐵橋溼地公園,886-7-7995678,高雄市政府觀光局,8/24/2025 12:00:00 AM,8/31/2025 11:59:59 PM,,,,,,,,,,120.428560,22.655190,03,  ,,,,,,高雄市,大樹區
C2_397000000A_006862,2025嬉啤派對,無,,to see the official site,高雄市803鹽埕區駁二藝術特區,886-7-7995678,高雄市政府,9/13/2025 12:00:00 AM,10/12/2025 11:59:59 PM,,,,,,,,,,120.281530,22.619980,03,  ,,,,,,高雄市,鹽埕區
C2_397000000A_006870,榴槤市集,無,,to see the official site,高雄市803鹽埕區高雄愛河 中正四路至高雄市電影館前,886-7-7995678,高雄市政府,8/9/2025 12:00:00 AM,8/9/2025 11:59:59 PM,,,,,,,,,,120.287230,22.626370,03,  ,,,,,,高雄市,鹽埕區
C2_397000000A_006875,一艸一市・菜菜市,無,,to see the official site,高雄市803鹽埕區高雄愛河 中正四路至高雄市電影館前,886-7-7995678,高雄市政府,8/16/2025 3:00:00 PM,8/17/2025 8:00:00 PM,,,,,,,,,,120.288920,22.622600,03,  ,,,,,,高雄市,鹽埕區
C2_397000000A_006876,2025高雄魷魚季,無,,to see the official site,高雄市805旗津區旗津豐收廣場旁草地,886-7-7995678,高雄市政府海洋局,8/30/2025 3:00:00 PM,8/30/2025 8:00:00 PM,,,,,,,,,,120.267280,22.610980,03,  ,,,,,,高雄市,旗津區
C2_397000000A_006881,2025高雄雄嗨調酒節,無,,to see the official site,高雄市803鹽埕區愛河 河西路(中正四路至五福四路段),886-7-7995678,高雄市政府觀光局,9/13/2025 3:00:00 PM,9/14/2025 8:30:00 PM,,,,,,,,,,120.284160,22.623420,03,  ,,,,,,高雄市,鹽埕區
C2_397000000A_006888,2025神農市集｜八月場,無,,to see the official site,高雄市804鼓山區凹子底森林公園,886-7-7995678,高雄市政府農業局,8/23/2025 3:00:00 PM,8/24/2025 9:00:00 PM,,,,,,,,,,120.299250,22.659210,03,  ,,,,,,高雄市,鼓山區
C2_397000000A_006907,2025 FOCASA馬戲藝術節,無,,to see the official site,高雄市806前鎮區高雄展覽館輕軌站旁大草地(成功二路與海邊路口）,886-7-7995678,FOCASA 馬戲團,10/3/2025 12:00:00 AM,10/12/2025 11:59:59 PM,,,,,,,,,,120.298250,22.611450,03,  ,,,,,,高雄市,苓雅區
C2_397000000A_006911,2025高雄乘風而騎｜三民火車快飛單車微旅行,無,,to see the official site,高雄市807三民區三塊厝車站,886-7-7995678,高雄市政府觀光局,9/21/2025 12:00:00 AM,9/21/2025 11:59:59 PM,,,,,,,,,,120.294070,22.639330,03,  ,,,,,,高雄市,三民區
C2_397000000A_006916,Pikmin Bloom Tour 2025 : 高雄,無,,to see the official site,高雄市803鹽埕區,886-7-7995678,高雄市政府,10/11/2025 12:00:00 AM,10/12/2025 11:59:59 PM,,,,,,,,,,120.283740,22.623520,03,  ,,,,,,高雄市,鹽埕區
C2_397000000A_006920,興達港觀光漁市十週年慶,無,,to see the official site,高雄市852茄萣區興達港觀光漁市,886-7-7995678,高雄市政府經濟發展局,8/30/2025 10:00:00 AM,8/30/2025 5:00:00 PM,,,,,,,,,,120.193390,22.868950,03,  ,,,,,,高雄市,茄萣區
C2_397000000A_006924,2025高雄鹹酥雞嘉年華,無,,to see the official site,高雄市802苓雅區大遠百追夢廣場,886-7-7995678,高雄市政府觀光局,11/15/2025 12:00:00 AM,11/16/2025 11:59:59 PM,,,,,,,,,,120.304320,22.612770,03,  ,,,,,,高雄市,苓雅區
C2_397000000A_006943,2025 SUPER SLIPPA 超犀利趴14,無,,to see the official site,高雄市813左營區高雄巨蛋,886-7-7995678,高雄市政府,10/4/2025 12:00:00 AM,10/5/2025 11:59:59 PM,,,,,,,,,,120.302720,22.668870,03,  ,,,,,,高雄市,左營區
C2_397000000A_006945,2025旗津小旅行,無,,to see the official site,高雄市805旗津區,886-7-7995678,高雄市政府觀光局,9/7/2025 12:00:00 AM,11/16/2025 11:59:59 PM,,,,,,,,,,120.265940,22.614180,03,  ,,,,,,高雄市,旗津區
C2_397000000A_006965,2025 Asia Artist Awards IN KAOHSIUNG,無,,to see the official site,高雄市813左營區高雄國家體育場（世運主場館）,886-7-7995678,高雄市政府,12/6/2025 12:00:00 AM,12/6/2025 11:59:59 PM,,,,,,,,,,120.294470,22.703120,03,  ,,,,,,高雄市,左營區
C2_397000000A_006966,ACON 2025 IN KAOHSIUNG,無,,to see the official site,高雄市813左營區高雄國家體育場（世運主場館）,886-7-7995678,高雄市政府,12/7/2025 12:00:00 AM,12/7/2025 11:59:59 PM,,,,,,,,,,120.294470,22.703120,03,  ,,,,,,高雄市,左營區
C2_397000000A_006977,澄清湖野餐日,無,,to see the official site,高雄市833鳥松區澄清湖風景區大草坪,886-7-7995678,高雄市政府觀光局,9/13/2025 12:00:00 AM,9/13/2025 11:59:59 PM,,,,,,,,,,120.353820,22.663640,03,  ,,,,,,高雄市,鳥松區
C2_397000000A_006985,2025高雄咖啡節,無,,to see the official site,高雄市804鼓山區凹子底森林公園,886-7-7995678,高雄市政府觀光局,11/22/2025 12:00:00 AM,11/23/2025 11:59:59 PM,,,,,,,,,,120.299250,22.659210,03,  ,,,,,,高雄市,鼓山區
C2_397000000A_006986,2025「快閃高雄港 百GO夜行」,無,,to see the official site,高雄市804鼓山區蓬萊路1之15號(高雄港 大港倉),886-7-7995678,高雄市政府,9/20/2025 4:00:00 PM,9/20/2025 11:30:00 PM,,,,,,,,,,120.282570,22.616810,03,  ,,,,,,高雄市,鼓山區
C2_397000000A_006991,2025高雄愛‧月熱氣球,無,,to see the official site,高雄市823田寮區月世界,886-7-7995678,高雄市政府觀光局,9/27/2025 12:00:00 AM,10/12/2025 11:59:59 PM,,,,,,,,,,120.386490,22.888990,03,  ,,,,,,高雄市,田寮區
